dhiscodeset_id,code_set_nm,lamis_id,dhis_id,description
688,FACILITY,599,DKxU1Jfz9HG,ak Essene Primary Health Centre
689,FACILITY,600,Gghfa4oXoLB,ak Fletcher Memorial Hospital
690,FACILITY,601,w76h3ZucFhF,ak Ikot Etetuk Primary Health Centre
691,FACILITY,602,Fovd6j5jpsf,ak Ikot Okpok Health Centre
692,FACILITY,603,rkpTuFkdLca,ak Ikot Umiang Okon Health Centre
693,FACILITY,604,Qoi0dp4YyUF,ak Ikot-Okwo Primary Health Centre
694,FACILITY,605,ud0d5Hdwq16,ak Nduk Health Centre
695,FACILITY,606,V4ZmiV8uP11,ak Abiakpo Ikot Essien Health Centre
696,FACILITY,609,mOcms1kAtiy,ak Demak Clinic
697,FACILITY,610,VfmMBeByax7,ak Ememobong Maternity
698,FACILITY,612,u4p5NdcE9Gv,ak Ikot Ekpene General Hospital
699,FACILITY,614,CaPQRwLXjG8,ak Ikot Ekpene Primary Health Centre
700,FACILITY,615,OiBAcinlOzX,ak Ikot Inyang Health Post
701,FACILITY,616,lnpBG9e5Ep4,ak Ikot Out Health Centre
702,FACILITY,617,HCPNSTtIc1F,ak Ikot Udoe Health Centre
703,FACILITY,618,P3DkPJDl4D3,ak Urua Obo Health post
704,FACILITY,619,RpNaHWXdKtJ,ak Utu Edem Usung Health Post
705,FACILITY,620,LuHTuherl8O,ak Ekoi Ini Health Post
706,FACILITY,621,CBZVUa7rHJh,ak Ikpe Ikot Nko Health Centre
707,FACILITY,622,jegVTW82eo9,ak Ikpe Ikot Nkon General Hospital
708,FACILITY,623,IIzBzZbaudc,ak Mbiabet Ikpe Health Centre
709,FACILITY,624,nZeW1h6lY8Z,ak Nchana Ebua Health Post 
710,FACILITY,625,RmdxMrVJX9k,ak Nkani Health Centre
711,FACILITY,626,tu98W4eqfHh,ak Odoro-Ukwok Health Centre
712,FACILITY,627,lbULHYAB4bT,ak Usuk Ukwok Health Post
713,FACILITY,628,AvYJXRrZoQX,ak Dan Abia Specialist Clinic
714,FACILITY,629,iTOWVnmAKhh,ak Ekritam Health Centre
715,FACILITY,631,AEyMUY5q5zH,ak Ikot Utu Model Primary Health Centre
716,FACILITY,632,e2xRwfFc0GE,ak Imaobong Clinic
717,FACILITY,633,u0bt5ZWmwX9,ak Mbak Itam 3 Health Centre 
718,FACILITY,634,YZBtiWqfeNq,ak Mbiabong Itam Health Center
719,FACILITY,635,ygWaMo8a2Qy,ak Nkim Itam Health Center
720,FACILITY,636,qvqdZGsDVak,ak Dominion Clinic
721,FACILITY,637,AXrDO3Zo4sf,ak Ebughu Primary Health Center
722,FACILITY,638,TTYkVLHxkRD,ak Enwang Primary Health Centre
723,FACILITY,639,hGSeQvRNagL,ak Ibaka Primary Health Centre
724,FACILITY,640,T8RzVjH5CzU,ak Oduo Primary Health Centre
725,FACILITY,641,jsDAzq01gx3,ak Uda Health Centre
726,FACILITY,642,wQbVW5JtZH3,ak Udesi Primary Health Centre
727,FACILITY,643,DGb3yvV0eP2,ak Uyenghe Primary Health Centre
728,FACILITY,644,doEqpAi4x3b,ak Ikot Edebe Health Centre
729,FACILITY,645,HgZYshtbLZk,ak Ikot Itie Udung Health Centre 
730,FACILITY,646,U60ZMOdEoZV,ak Ikot Mkpor Health Centre
731,FACILITY,647,GmjReBsZ1vc,ak Ikot Uyo Primary Health Centre
732,FACILITY,648,joDVWThYHNe,ak Iwok Nsit Health Post
733,FACILITY,649,KlGQzkM5stL,ak Ibedu Health Centre
734,FACILITY,650,l5qriFvrfmZ,ak Ikot Eda Primary Health Centre
735,FACILITY,651,yot6MssBytS,ak Ikot Ekpaw Cottage Hospital
736,FACILITY,652,RLyFsMRtYoT,ak Ikot Idiong Primary Health Centre 
737,FACILITY,653,cY03jKiq3dq,ak Ikot Inyang Okop Primary Health Centre
738,FACILITY,654,GoBZigWPDYV,ak Mkpat Enin Primary Health Centre
739,FACILITY,655,jLhiaR22k8f,ak Nkot Ekpene Comprehensive Health Centre
740,FACILITY,656,ugGH4RXvt6q,ak Nsit Atai Primary Health Centre
741,FACILITY,658,HJU7lQqRju2,ak Afaha Effiong OP Base Model Primary Health Centre
742,FACILITY,659,c23GVfOHjsf,ak Afia Nsit Primary Health Centre
743,FACILITY,660,XT1QezwCtIO,ak Asang Nsit Primary Health Centre
744,FACILITY,661,IUaY6wQ91AF,ak Ikot Obio Etan Primary Health Centre
745,FACILITY,663,BufnbCF5IxW,ak Mbiokporo I Model Primary Health Centre
746,FACILITY,664,moPhk5amDK1,ak Oboetim Ikot Ekang Primary Health Centre
747,FACILITY,665,m3FtRCB3exh,ak Oboetok Health Post
748,FACILITY,666,YOkoBXpLWmT,ak Ikot Akpamba Comprehensive Health Centre
749,FACILITY,667,srBEi3Esin4,ak Ikot Akpan Abia Health Clinic
750,FACILITY,668,P5f0darGlQx,ak Ikot Ekwere Model Primary Health Centre
751,FACILITY,669,cK6OvpCUPab,ak Ikot Udo Ideh Health Centre
752,FACILITY,670,ZO5utXO5bU4,ak Nsit Ubium Primary Health Centre
753,FACILITY,671,mnOYu5NFQUK,ak Nung Obong Primary Health Centre 
754,FACILITY,672,BeD6AHqVTvQ,ak Abak Ukpom Health Post
755,FACILITY,673,k5FAEaD52er,ak Abiakpo Idiaha Health Post
756,FACILITY,674,xGKPMUmnhzN,ak Abiakpo Nkap Health Post 
757,FACILITY,675,Or458ya0AXu,ak Ikot Abia Anwan Health Centre
758,FACILITY,676,id4shLUfQ0z,ak Ikwen Health Post
759,FACILITY,677,z1H3blCBAQz,ak Nsit Ikpe Health Post
760,FACILITY,678,yT9ygvHe93k,ak Nto Edino Comprehensive Health Centre
761,FACILITY,679,w16ZdfGO2pt,ak Nto Edino Primary Health Centre
762,FACILITY,680,GBWjF5mopm4,ak Nto Ide Health Post 
763,FACILITY,681,Xt7gPJ2IrJl,ak Obot Akara Primary Health Centre
764,FACILITY,682,KYmlvXaMAsA,ak Okpo Eto Health Centre
765,FACILITY,683,u0oof9ItUtx,ak Base Okobo Primary Health Centre
766,FACILITY,684,BqxQ7865WWS,ak Eweme Model Primary Health Centre
767,FACILITY,686,rnvRIbyS3Du,ak Mbokpu Oduobo Primary Health Centre
768,FACILITY,687,Vt5Hzm2OOmp,ak Odobo Health Centre
769,FACILITY,688,fix4RsUIXXI,ak Okobo General Hospital
770,FACILITY,689,uLqV05EVa1i,ak Okopedi Primary Health Centre
771,FACILITY,690,gHPsb6xeyPi,ak Oti Oro Primary Health Centre
772,FACILITY,691,lzsIVMNDEt0,ak Utine Nduong Health Centre
773,FACILITY,692,a6mDtzFNevy,ak Atiamkpat Primary Health Centre 
774,FACILITY,694,d5abq6Cu6Y4,ak Edem Idim Ibakasi Health Centre
775,FACILITY,695,HgRmLZmAkzv,ak Ikot Annang Primary Health Centre
776,FACILITY,696,u3GpQwltMgg,ak Ikot Ebidang Health Centre 
777,FACILITY,697,YNuM5uWtrUO,ak Ikot Edem Idim Ishiet Primary Health Centre
778,FACILITY,698,LCrmIqySZmI,ak Ikot Eko Ibon General Hospital
779,FACILITY,700,fZgHZBLLTvs,ak Ikwe Primary Health Centre
780,FACILITY,701,yKzhugPLTss,ak Jafaar Clinic Ndon Eyon
781,FACILITY,702,F2xoImhg7Ai,ak Mkpok Health Centre
782,FACILITY,703,Cl5Wttt0vcQ,ak Nung Ndem I Health Centre 
783,FACILITY,704,m8IpClGeiD5,ak Nung Oku Ekanem Primary Health Centre
784,FACILITY,705,AXTt6f5dL8o,ak Onna Comprehensive Health Centre
785,FACILITY,706,aRpekSWeOE8,ak Esin Ufot Primary Health Centre
786,FACILITY,708,czWPZtqv5jF,ak Idua Assang Health Post
787,FACILITY,710,Vu3S4xhkNxE,ak Oron Christ Victory Medical Centre
788,FACILITY,711,ephtGmHTSwu,ak Oron General Hospital (Iquita)
789,FACILITY,712,pNxbywYPhMb,ak Uwem Foundation Specialist Hospital
790,FACILITY,713,qqVBgGR68X7,ak Uya Oro Health Post
791,FACILITY,714,kbDrgCqGqdR,ak Ekparakwa Health Centre
792,FACILITY,715,ahvzqAGmkzv,ak Family Foundation Clinic
793,FACILITY,716,fTOZ7ARClMN,ak Ikot Akpan Essien Health Centre
794,FACILITY,717,kthne3JpUoN,ak Ikot Eka Ideh Health Post
795,FACILITY,718,SLtEEcT5JUJ,ak Ikot Esenam Health Centre
796,FACILITY,719,uRmvMHMCk2Z,ak Ikot Okoro General Hospital
797,FACILITY,720,ot2fnWmncRe,ak Ikot Osute Health Centre 
798,FACILITY,721,LAoZNp1YZ9s,ak Ikot Otok Polyclinic
799,FACILITY,722,Cm2KIIDdK0E,ak Ikot Ukpong Obiose Health Centre
800,FACILITY,723,cwS2CUjacjC,ak Ntak Ibesit Health Post
801,FACILITY,724,Z3sj3CkVDdg,ak Nung Okubo 2 Health Centre
802,FACILITY,725,VGoF9IqqtOw,ak Oruk Anam Primary Health Centre
803,FACILITY,726,fYNyROusVvb,ak Ukpom Edem Inyang Primary Health Centre
804,FACILITY,727,tocDQiUAUAj,ak Ekim Primary Health Centre
805,FACILITY,728,limyIcHBc9t,ak Eyibia Health Post
806,FACILITY,729,BRhk6epzAN9,ak Eyo Okponung Primary Health Centre
807,FACILITY,730,ucuneKNiKvH,ak Eyofin Primary Health Centre
808,FACILITY,731,h3DgYYB0iIf,ak Eyokpu Primary Health Centre
809,FACILITY,732,LQtrPiaChZw,ak Eyonsek Health Post
810,FACILITY,733,Zz9NXSEi2Lb,ak Uboro Isong Inyang Health Post 
811,FACILITY,734,TuAgCusix1B,ak Ukukudung Health Post 
812,FACILITY,735,N5jLhZ5Q0Ed,ak Unwana Oro Christian Med. Centre
813,FACILITY,736,pteQIuKax5d,ak Adat Ifang Health Centre
814,FACILITY,737,NY4FpP7y7qL,ak Afaha Ikot Inyang Health Centre 
815,FACILITY,738,EAQnm7b7yzW,ak Andikan Clinic
816,FACILITY,740,Vn5lJS2NMUJ,ak Ikot Ebok Health Post
817,FACILITY,741,rSworTBL2iC,ak Ikot Odiong Health Post 
818,FACILITY,742,X3Nyza0bTLf,ak Ikot Oku Usung Primary Health Centre
819,FACILITY,743,pskizrxosyg,ak Ikot Udo Ossiom Health Centre
820,FACILITY,744,JRwFDQyjL1a,ak Ikot Unah Health Centre
821,FACILITY,745,hfpGTJwC6xk,ak Nkek Health Post
822,FACILITY,746,YEubT6DOoJ3,ak Northern Afaha Health Centre
823,FACILITY,747,QDgJVXqHODR,ak Nsekhe Health Centre
824,FACILITY,748,vuKQ14fWZun,ak Ohoabu Health Centre
825,FACILITY,749,lK00G1Rwcal,ak Adadia Health Post
826,FACILITY,750,w4SVGexEncZ,ak Ayadehe Health Post
827,FACILITY,751,ByiTkVHgeR1,ak Ekpene Ibia Primary Health Center
828,FACILITY,752,O3ACbx6xbxj,ak Ibiaku Isshiet Primary Health Centre
829,FACILITY,753,Lvjt9jPilIx,ak Ibiaku-Uruan Primary Health Centre
830,FACILITY,754,jkmT24wjg2K,ak Idu-Uruan Primary Health Centre
831,FACILITY,755,kSjFzkcIlyE,ak Ikot Otoenyie Health Post
832,FACILITY,756,VJZVA1zRskn,ak Ituk Mbang Methodist General Hospital
833,FACILITY,757,DmEPbIvdOXq,ak Mbiaya Comprehensive Health Centre
834,FACILITY,758,Qdnb3D2ghGa,ak Ndon Ebom Primary Health Center
835,FACILITY,759,sOVbkR2bRsa,ak Nwaniba Primary Health Centre
836,FACILITY,760,i4jP4yRYjkd,ak Use Primary Health Centre
837,FACILITY,761,gdjkM6e0RKn,ak Base Urue Offong Primary Health Centre
838,FACILITY,762,H3gt926ml52,ak Ibotong Health Post
839,FACILITY,763,LGvVT9yGllj,ak Ikpe Oro Health Post
840,FACILITY,764,eSaIgcp8sCQ,ak Mbokpu Eyoima Health Centre 
841,FACILITY,765,Jw5BsfLmLUd,ak Mbokpu Uko Akai Health Post
842,FACILITY,766,lipjMHRFfJQ,ak Mbokpu-Eyoakan Health Centre
843,FACILITY,767,uvxyflAiI2w,ak Oduonim Health Post
844,FACILITY,768,QMUEm2sH98G,ak Okossi Model Primary Health Centre
845,FACILITY,769,Y79OPZOq86r,ak Oruko General Hospital
846,FACILITY,770,WhJruOT1JqS,ak Oruko Primary Health Centre
847,FACILITY,771,rYQLSF5ezkL,ak Oyobia Health Post
848,FACILITY,772,jWSCPf1pMjz,ak Oyoku Ibighi Health Centre
849,FACILITY,773,ouayUUG6tfC,ak Udung Ukpor Health Post
850,FACILITY,774,uz43HIInK1h,ak AIDS Care Managers
851,FACILITY,775,dtrJQIYH0eE,ak Aka Offot Health Centre
852,FACILITY,776,iWYlT2RCY9J,ak Alma Clinic
853,FACILITY,777,Krtmf8WFU5a,ak Dammy Memorial Hospital
854,FACILITY,778,ZFAcE54tp66,ak Domingo Specialist Hospital
855,FACILITY,779,AWsMmUYgc6s,ak Dyme hospital and Maternity
856,FACILITY,780,dlVjcN7psNv,ak Faith Medical Centre
857,FACILITY,781,Ar9piuvpLNr,ak Gateway Hospital
858,FACILITY,782,JlLx689MLDG,ak Good Health Clinic
859,FACILITY,783,QA3Xqr08wTC,ak Health Confidence Centre
860,FACILITY,784,nTP4CUFIeqs,ak HU PACE Akwa Ibom State Community Pharmacist
861,FACILITY,785,cZy3TAqoUGn,ak Idoro Obio Health Centre
862,FACILITY,786,uiyGf84wmAt,ak Ifa Atai Health Post
863,FACILITY,787,B5hI56isF3L,ak Ifa Ikot Health Centre
864,FACILITY,788,NUISuhVhZ3o,ak Ikot Ayan Ikono Primary Health Centre
865,FACILITY,789,k2Gr4PsBeYR,ak Ikot Ebo Ikono Primary Health Centre
866,FACILITY,790,uKdVMoL6vhp,ak Ikot Okubo Primary Health Centre
867,FACILITY,793,xImSjXfSuy6,ak Marickson Hospital
868,FACILITY,794,FKLJ7XBiBDG,ak Mbak Etoi Primary Health Centre
869,FACILITY,795,e5c4ChF9OGR,ak Mbiabong Primary Health Centre
870,FACILITY,796,IFSqXU5yfUG,ak Mount Olive Clinic and Maternity
871,FACILITY,797,WQrXVmIVvcz,ak NCI Medical Centre
872,FACILITY,798,le5oxjZY1Wx,ak Nissi Specialist Hospital
873,FACILITY,799,r9YQcFq9Mnc,ak Oku Model Health Centre Uyo
874,FACILITY,800,wp76NtB1WAG,ak Our Lady of Lourdes Infirmary
875,FACILITY,801,D3HBQtpGEcS,ak Precious Seed Clinic
876,FACILITY,803,xXd2YzePAWV,ak Ubong Abasi Specialist Clinic
877,FACILITY,804,kPhNfdYAeC9,ak University of Uyo Medical Centre
878,FACILITY,805,qVOA8kWshtv,ak University of Uyo Youth Friendly Centre
879,FACILITY,806,udarnTHxqta,ak University Teaching Hospital
880,FACILITY,807,sCoK7f2lem9,ak Unwana Family Hospital
881,FACILITY,808,NCNCRTTcoMz,ak Uwakmfon Specialist Hospital
882,FACILITY,809,cekrs2dwwpb,ak Uyo Base Primary Health Centre
883,FACILITY,811,Wiw2tOpsmD7,ak Uyo Saman Clinic
884,FACILITY,812,RDtLfQ27HtA,ak Uyo St Athanasius Medical Centre
885,FACILITY,813,UgXRZqqKHB9,an Achina Comprehensive Health Centre
886,FACILITY,814,FFyKxkHQNON,an Achinna Primary Health Centre Oye
887,FACILITY,815,cU7zJSawPKR,an Aguata Primary Health Centre
888,FACILITY,816,FCWkpbx7BZe,an Aku Ezenifite Primary Health Centre
889,FACILITY,817,d4dvPSVJBeX,an Amesi Primary Health Centre
890,FACILITY,818,jv3ZOECBQ4U,an Apex Medical Centre
891,FACILITY,819,VDikrQTcde6,an Ave Maria Medical Centre
892,FACILITY,820,cApFn8hKWoE,an Chibuzo Maternity Hospital Ekwulobia
893,FACILITY,821,hmZtT1pCOYv,an Chidera Model Hospital and Maternity Home
894,FACILITY,823,FQAJVjoHIrQ,an Ekwulobia General Hospital
895,FACILITY,824,H0suu6atr46,an Ifite Igboukwu Primary Health Centre
896,FACILITY,825,uNiMoDzXTPw,an Igboukwu Diocesan Hospital
897,FACILITY,826,U5rlKHy0A1s,an Isi Ebele Achina Primary Health Centre
898,FACILITY,827,E1b7B7AS4At,an Jesse Hospital and Maternity Umuoru Uga
899,FACILITY,828,CeQ3Yln1gMd,an Kandudi Specialist Hospital
900,FACILITY,829,IDHEI342Y3y,an Mkpologwu National Hospital
901,FACILITY,830,FjNeRn9vCun,an Nkpologwu Community Hospital
902,FACILITY,831,YB4Lr6KqsSg,an Nwajiaku Inland Hospital
903,FACILITY,832,VtFI7AzTpiF,an Ogechukwu Hospital and Maternity Ekwulobia
904,FACILITY,833,tCtfRkMavqv,an Oraeri Primary Health Centre
905,FACILITY,835,PkEOb7aabyy,an St. Patrick Hospital and Maternity Uga
906,FACILITY,836,ywI7qL0b73y,an Umuchu General Hospital
907,FACILITY,837,iKcZQv8Nc6z,an Umuchu Visitation Hospital
908,FACILITY,839,SzhWUZwWiEf,an Umuona Primary Health Centre
909,FACILITY,840,VITCBtWSouP,an Zenith Hospital and Maternity Ekwulobia
910,FACILITY,841,iJEGHQ2oXv7,an Abube Agu Nando Primary Health Centre
911,FACILITY,842,mK67XzFMHHh,an Eziagulu Out Primary Health Centre
912,FACILITY,843,jc2bOqlGO6p,an Aguleri Immaculate Heart Hospital
913,FACILITY,844,YbM9nv2NCaA,an Nsugbe Model Primary Health Care Centre
914,FACILITY,846,q98Ru2XjMfd,an Inoma Primary Health Centre
915,FACILITY,847,FZsp7gK8eJj,an Odeh Primary Health Centre
916,FACILITY,848,V19ohlQlEcp,an Oroma Etiti Referral Health Centre
917,FACILITY,849,HBuW11c4zFc,an Umudeze Mmiata Primary Health Centre
918,FACILITY,850,sO5WwF3mkIO,an Umueze Anam Primary Health Centre
919,FACILITY,851,GBzmYazbibV,an Adazi Enu Primary Health Centre
920,FACILITY,853,Ppi8sYMZKEP,an Agulu General Hospital
921,FACILITY,854,vo2UbmeQ4Az,an Agulu Ifeanyichukwu Hospital
922,FACILITY,855,v3EBMplssLy,an Agulu Nkitaku Primary Health Centre
923,FACILITY,856,pmjGqJwimrv,an Agulu-Uzoigbo Health Centre
924,FACILITY,857,D7FtfYQnq8H,an Awkuzu Primary Health Centre
925,FACILITY,858,KnicFrWBaLf,an Community Reproductive Referral Health Centre Neni
926,FACILITY,859,nB2uT8vdBib,an Epheta Maternity Centre
927,FACILITY,860,KTA7HAerslp,an neni 1 Primary Health Centre
928,FACILITY,861,bbRMTTS9htl,an Neni Comprehensive Health Centre NAUTH
929,FACILITY,862,ekpxqiCo0G1,an Nne Ogidi Agulu Primary Health Centre
930,FACILITY,863,fLhVC6HZxja,an Nne Ogidi Agulu Primary Health Centre
931,FACILITY,864,W2EgzR8Wgg1,an Nri Primary Health Centre
932,FACILITY,865,wH5bp9mtna5,an Obeledu Primary Health Centre
933,FACILITY,866,YWtjZQdq1gF,an Umunri Neni Primary Health Centre
934,FACILITY,867,KG2UIvsBGu5,an Umuowelle Agulu Primary Health Centre
935,FACILITY,868,ph2p5aVxSHN,an Achalla Primary Health Centre
936,FACILITY,869,B1yglpQHYry,an Amanuke Primary Health Centre
937,FACILITY,870,DqhZbCHUtru,an Awba Offemmili Primary Health Centre
938,FACILITY,872,hdLRJYox3xZ,an Mgbakwu Primary Health Centre
939,FACILITY,873,VmVlWFsPxZa,an Ugbenu Primary Health Centre
940,FACILITY,874,w773MgaGL6k,an Urum Primary Health Centre
941,FACILITY,875,mjbytZpb6NC,an Amawbia Maternal and Child Health Clinic
942,FACILITY,877,tiL5LSZWUYe,an Awka Faith Hospital
943,FACILITY,878,eydoBnk1gjC,an Awka Harmony Hospital
944,FACILITY,879,Hev6s5xKsXe,an Be GLAD Foundation
945,FACILITY,880,rT1vBKfWWj9,an Beacon Hospital
946,FACILITY,881,WNHVcmsJ0J0,an Christ the King Hospital
947,FACILITY,882,Nl6DQvrIdit,an Climax Specialist Hospital
948,FACILITY,883,qD8WPswX9j0,an Divine Hospital and Maternity Amikwo Awka
949,FACILITY,884,tDnap1HKBR1,an Everest Hospital and Maternity
950,FACILITY,885,bMRGQl3sQM1,an God is able Maternity Home
951,FACILITY,886,oWgZT5nrqyG,an His Glory Hospital and Maternity
952,FACILITY,887,D9DuCcqQaoj,an Ifebi Medical Centre
953,FACILITY,888,Rpp139ZgC6d,an Ikechukwu Maternity Home
954,FACILITY,889,OXvhqHwE2c2,an Izunna Hospital and Maternity
955,FACILITY,890,LvsR7lAKdHF,an Miracle Maternity Home
956,FACILITY,891,r8exZtLkGJv,an Nibo Basic Health Center
957,FACILITY,892,r7uJWcpZ50k,an Nkwelle Primary Health Centre
958,FACILITY,894,EpODepy6AP3,an Obioma Hospital
959,FACILITY,895,iMt9RtL2P7M,an Police Comprehensive Hospital Awka
960,FACILITY,896,UN3dnwZW5dE,an Regina Caeli Hospital
961,FACILITY,897,WKf3agL6Xxl,an Rock Foundation Hospital
962,FACILITY,898,FXZP6mVp5be,an Sefton Specialist Hospital
963,FACILITY,899,IO4XBb9bEml,an Trinity Hospital and Maternity
964,FACILITY,900,ES5tQ3gOg7O,an Umuawulu Primary Health Centre
965,FACILITY,901,cZPGkhlijDX,an Amikwe Omor Health Post
966,FACILITY,902,spcT6RYE5x5,an Anaku Primary Health Centre
967,FACILITY,903,T34PxFuJIrI,an Ifite Ogwari Primary Health Centre
968,FACILITY,904,AfSFh8UeZiw,an Ifite-Ogwari Amasi-Udala Primary Health Centre
969,FACILITY,905,TCGs5AHTM4P,an Igbaku Health Post
970,FACILITY,906,gYs9pEmM0BP,an Omasi-Agu Primary Health Centre
971,FACILITY,907,gYhJHQ2NZrR,an Omor Primary Health Centre
972,FACILITY,908,HLmK1UYGJbE,an Akwa Ifitedunu Primary Health Centre
973,FACILITY,909,KEFkYcL1iGk,an Ebelechukwu Maternal Home
974,FACILITY,910,bMLLwwJqCV8,an Nkwelle Umunachi Primary Health Centre
975,FACILITY,911,MB5aFkfwlio,an Rural Women Foundation
976,FACILITY,912,yPbSeGko35Z,an Ukpo Comprehensive Health Centre
977,FACILITY,913,jn6lumRvQwo,an Ukpo Primary Health Centre
978,FACILITY,914,y3wzQpHtJ06,an Ukwulu Primary Health Centre
979,FACILITY,915,JvhNuM4WVlH,an Umuanugwo Ifitedunu Primary Health Centre
980,FACILITY,916,xDUjiHTJTvA,an Afor Ilo Primary Health Centre Ozubulu
981,FACILITY,917,Z0zakZrgRLr,an Nza Primary Health Centre
982,FACILITY,918,ILAqXWXbxS5,an Orafite General Hospital
983,FACILITY,920,QESOesrgxXL,an Adinma Specialist Hospital and Maternity
984,FACILITY,921,MWLbIwfezMd,an Ark of Covenant Hospital
985,FACILITY,922,hoMMHTyUNHZ,an Awada Peace Hospital and Maternity
986,FACILITY,923,QIpJRsKTeEa,an Chiagozie Maternity Home Oraukwu
987,FACILITY,924,IsWbk4HZYLT,an Chinedum Hospital and Maternity Ozubulu
988,FACILITY,925,lKrbZPGVIhC,an Chukwudi Hospital
989,FACILITY,926,sjsghPeY0ot,an Divine Mercy Hospital and Maternity
990,FACILITY,927,oi6wEdOkHPZ,an Eberechukwu Maternity Nkpor Uno
991,FACILITY,928,SCvBzxi54t4,an El-shaddai Hospital and Maternity
992,FACILITY,929,yG1wNtCjJjc,an Emmanuel Obiakor Memorial Hospital Ogidi
993,FACILITY,930,iIYeXUxTrMo,an Ezim Memorial Hospital Obosi
994,FACILITY,931,JjS6zoum9r8,an Eziora Primary Health Centre
995,FACILITY,932,SkBxaZLqfKY,an Graceland Foundation Hospital and Maternity
996,FACILITY,933,wCrjJKFGi89,an Holy Family Hospital and Maternity
997,FACILITY,934,NOupDPuvB1e,an Ibollo Primary Health Centre
998,FACILITY,935,jlahjhB7MIC,an Ifite Primary Health Centre Oraifite
999,FACILITY,936,fUm3mG70Uij,an Immaculate Heart Hospital (Nkpor)
1000,FACILITY,937,P6iysRJRB76,an Iyi-Enu Hospital
1001,FACILITY,938,QeO5c6SsA7W,an Madueke Memorial Hospital and Maternity
1002,FACILITY,939,FKpbhEzjEIM,an Ndubisi Clinic
1003,FACILITY,940,DN6p4GKlkdf,an New Mayor Hospital and Fertility Centre
1004,FACILITY,941,Q7oNNgPXUf1,an Nkpor Chukwunonso Hospital and Maternity
1005,FACILITY,943,jmZ1AMifFt3,an Nkpor First Line Specialist Hospital and Maternity
1006,FACILITY,944,NUIdE3TvAB8,an Nkpor Hossan Hospital 
1007,FACILITY,945,IyCP9FDAaVl,an Nkpor Ndu Primary Health Centre
1008,FACILITY,946,AjDs8VPPRyd,an Nkpor St. Dominic Hospital and Maternity
1009,FACILITY,947,BAls20JmoBY,an Nobel Hospital and Maternity
1010,FACILITY,948,JfaC0X8Nsqa,an Nwabume Memorial Maternity Umuotu Obosi 
1011,FACILITY,949,f7RIzPtQ5bt,an Obinwane Hospital and Maternity
1012,FACILITY,951,w2NQ1NFUCmq,an Ogbu Abatete Primary Health Centre
1013,FACILITY,952,lDksAwtuHAx,an Ogidi General Hospital
1014,FACILITY,953,ZrZxxtMBolT,an Ogidi Maternal and Child Health Clinic
1015,FACILITY,954,u1hgGK9HCAH,an Ositadinma Hospital and Maternity
1016,FACILITY,955,cf7FL1UGwqa,an Queen of Babies Maternity Home Nkpor
1017,FACILITY,956,DNOdChcLHxm,an Referral Health Centre Oraifite
1018,FACILITY,957,uVblgkUWTAY,an St Josephs Maternity Home Umuoji
1019,FACILITY,959,bpJvEA15sGZ,an Three Sister Maternity Home
1020,FACILITY,960,VJriPixDCKy,an Umuoji St. Rita Maternity Home
1021,FACILITY,961,QU3wG6JfJV5,an Alor Primary Health Centre
1022,FACILITY,962,LChpfQpXd2w,an Awka-Etiti Primary Health Centre
1023,FACILITY,963,R6GQoVq2OhA,an Awuda Nnobi Primary Health Centre
1024,FACILITY,964,cqrxukD0hZX,an Chiamaka Hospital and Maternity Nnobi
1025,FACILITY,965,BvjXSzsFJU9,an Ebenesi Nnobi Primary Health Centre
1026,FACILITY,966,V5gZ91Ewzev,an Moon Hospital
1027,FACILITY,967,VKTFDXki3gH,an Nnobi Chukwunonso Hospital & Maternity
1028,FACILITY,968,AOxjrNMfWsA,an Nnobi General Hospital
1029,FACILITY,969,GEs2U8sSYMn,an Nnokwa Primary Health Centre
1030,FACILITY,970,tXbYoanSYhw,an Oba Comprehensive Health Centre (Trauma Centre)
1031,FACILITY,971,KUrCHFmZbjf,an Ojoto-Obofia Primary Health Centre
1032,FACILITY,972,Dz8HrQcEfu0,an Ojotu Uno Primary Health Centre
1033,FACILITY,973,ByeZxr6jHS6,an Our Lady of Fatima Catholic Hospital
1034,FACILITY,974,KM0f9lKXJ3e,an Umuanocha Primary Health Centre
1035,FACILITY,975,nfTIiRRpcsf,an Amamputu Primary Health Centre
1036,FACILITY,976,k7XOgfyk56G,an Azia Primary Health Centre
1037,FACILITY,977,kDAIFqJRYP6,an Eziama Uli Primary Health Centre
1038,FACILITY,978,wbIdwxdUgxm,an Eziani Health Centre
1039,FACILITY,979,PDkD4lFaaAX,an Iseke Primary Health Centre
1040,FACILITY,980,hSIiBAiY8TX,an Mbosi Primary Health Centre
1041,FACILITY,981,LfS1ETl2otC,an Okija General Hospital
1042,FACILITY,982,KgdWVUk6y7l,an Okija Primary Health Centre
1043,FACILITY,983,vHhwvVdxjlp,an Orsumoghu Primary Health Centre
1044,FACILITY,984,bWvZBZ5IUkA,an Our Lady of Lourdes Hospital
1045,FACILITY,985,hvM3FCNDMEf,an Ozubulu St. Jude Hospital and Maternity
1046,FACILITY,987,fsL6w5IzPHd,an Umuatuegwu Okija Primary Health Centre
1047,FACILITY,988,W604c68ofQy,an Umudara Primary Health Centre
1048,FACILITY,989,EFlctUdlWjt,an Umuhu Ubahu Okija Primary Health Centre
1049,FACILITY,990,pkKLuAGBGSx,an Umuohi Primary Health Centre
